10 richest states in usa 2018	These Are The 10 Richest States In America For 2018 #1. New Hampshire. 2. Minnesota. 3. Hawaii. 4. Maryland. 5. North Dakota. 6. Virginia. 7. Utah. 8. Wyoming. 9. Massachusetts. 10. Vermont. 	1
change jpeg color	How to Change the Color of a JPG in Photoshop #Open Photoshop. Select "File" and click "Open." Then browse to the JPG that you want to change... Select the "Magic Wand" tool from the tool bar. Select "Image," then Adjustments," and click "Hue/Saturation." Click in the box next to "Colorize."... 	1
change screen resolution size in windows 10	How to Change Screen Resolution in Windows 10 #Click the Start button. Select the Settings icon. Select System. Click Advanced display settings. Click on the menu under Resolution. Select the option you want. We strongly recommend going with the one that has (Recommended) next to it. Click Apply. 	1
change setting for outlook pst	How to Change Default Location for Outlook Data File (PST & OST) #Press the Win + R keys in a meanwhile to open the Run box. Type regedit and click OK . When the Registry Editor launches, navigate to one of the following keys,... At the right-side pane, right-click on any blank area and select New -> Expandable String Value . 	1
cheapest things to do in key west	Things to Do in Key West‎ #Key West Butterfly and Nature Conservatory. The Ernest Hemingway Home and Museum. Mallory Square. Duval Street. Boat Tours (137). Fishing Charters & Tours (118). Scuba & Snorkeling (52). Gear Rentals (32). Dolphin & Whale Watching (24). 7 Artists & Friends. Dry Tortugas National Park. Kayaking & Canoeing (20). Key West Firehouse Museum. 	0
check fluorescent ballast	How to Check If the Ballast Is Bad in Fluorescent Lighting #A fluorescent fixture requires a ballast to send the proper amount of electricity to... Turn off the fluorescent fixture's circuit breaker inside the breaker panel. Remove the fluorescent bulbs from the fixture. Remove the ballast cover from the fixture, if the ballast is not already exposed. 	1
chicken brocolli stuff shells	Cheesy Chicken & Broccoli Stuffed Shells - INGREDIENTS #1 (16 ounce) box jumbo pasta shells. 2 tablespoons butter. 3⁄4 cup chopped onion. 2 (10 ounce) bags frozen broccoli, thawed &, well drained. 1 1⁄2 cups cooked chicken, chopped. 1 cup light cream or 1 cup half-and-half. 1 1⁄2 cups shredded mozzarella cheese. 1⁄2 cup sour cream. 1 egg, slightly beaten. 	1
cite source in a powerpoint slide	How to Cite Sources in a PowerPoint Presentation #Open your PowerPoint presentation file and go to the slide with the item that needs to be cited. Click the "Insert" menu and choose "Text Box." Type the citation in the text box, including the author, title, source and date (if applicable). Double-click the text to select it and use... 	1
clear a bruise quickly	How to Make a Bruise Go Away Faster - Applying a Home Remedy #Rub vinegar and water on your bruise. Eat pineapple or papaya. Apply and ingest vitamin C. Ingest bilberry extract. Crush parsley and rub it directly on the bruise. Eat fresh ginger. Mix cayenne pepper in Vaseline. Make a comfrey root paste. Soak the bruise in witch hazel oil. Use oral bromelain supplements to speed healing. Peel a banana. 	1
common factors of 18 and 34	The gcf of 18 and 34 can be obtained like this: #The factors of 18 are 18, 9, 6, 3, 2, 1. The factors of 34 are 34, 17, 2, 1. The common factors of 18 and 34 are 2, 1, intersecting the two sets above. In the intersection factors of 18 ∩ factors of 34 the greatest element is 2. Therefore, the greatest common factor of 18 and 34 is 2. 	1
common white birds of louisiana	Common Birds of Louisiana #BROWN PELICAN. Almost every person in Louisiana is familiar with the Brown Pelican. CATTLE EGRET. The Cattle Egret is a small white heron that was originally found only in Africa,... SNOWY EGRET. Snowy Egret: Here it is shown caring for the young. 	1
connect xbox phone	How to connect your phone to an Xbox One #Step 1: Download the Xbox app. Step 2: Connect to your network. Step 3: Sync your smartphone with your console. Step 4: Use the app. Step 5: Control your Xbox One with the app. 	1
control of fungus gnats	Fungus Gnat Control #Inspect plants thoroughly prior to purchase for signs of insect pests. Fungus gnats do best in damp soils; be careful not to overwater,... If pests are present, allow the soil to dry to a depth of one to two inches between waterings. Use Yellow Sticky Traps placed horizontally at the soil surface to capture large numbers... 	1
cooking chestnuts on campfire	How to Cook Chestnuts - Roasting Chestnuts Over an Open Fire #Rinse the chestnuts. Score the shells. Put the nuts in a cast iron frying pan. Prepare the fire. Place the pan on the coals for 5 minutes. Turn the nuts over. Roast the nuts for another 5 minutes. 	0
copd medications us	Here are the types of medications generally prescribed for people with COPD: #Bronchodilators. Combination Bronchodilator and Anti-Inflammatory Medications. Other COPD Medications. Devices for Inhaled Medications. 	1
create a hyperlink to a location in email	Create or edit a hyperlink - Create a hyperlink to a new email message #Select the text or picture that you want to display as a hyperlink. On the Insert tab, click Hyperlink . Under Link to, click E-mail Address. Either type the email address that you want in the E-mail address box, or select an address in the Recently used e-mail addresses list. In the Subject box, type the subject of the message. 	1
create account new aol	How to Create a New AOL Mail Account #Visit the AOL Mail "Sign In" Web page (link in Resources). Select the "Sign up for a FREE account" link. Type in your name, username and any other required information on the "Let's create your account"... Log in to your alternate email account and open the confirmation message from AOL. 	1
creating an icloud	How to Create an iCloud Account - Using iCloud.com #Go to www.icloud.com. Click on Create yours now. Enter an email address. Enter a password and confirm it. Enter your first and last name. Enter your birth date. Scroll down and create three security questions. Scroll down and select your country. Scroll down and check or uncheck... 	1
cw shows on netflix	The CW Shows Coming to Netflix in 2018 #Valor (Season 1). Dynasty (Season 1). Riverdale (Season 2). Supernatural (Season 13). Arrow (Season 6). The Flash (Season 4). Jane the Virgin (Season 4). Crazy Ex-Girlfriend (Season 3). Supergirl (Season 3). iZombie (Season 4). The 100 (Season 5). 	1
define the concept of attitude	Concept, Definition of Attitude #• Against objects or conduct specific predictive purposes of conduct, market studies. • Groups or ethnic minorities, through the study of prejudices and stereotypes. • Weekends and abstract objectives, where this type of attitude is defined as personal value. • The attitude in relation to itself, defined as self-esteem. 	0
delete browsijng history	To clear your browsing history in Internet Explorer: #Open an Internet Explorer browser window. Press Ctrl + Shift + Del to open the Delete Browsing History window. Check the boxes of the data you'd like to clear. Click Delete. 	1
delete history on google account	How to Delete Google History #Go to google.com or gmail.com and sign into your Google account. Go to Google.com/History. Specify the type of history you would like to remove. Choose whether you want to delete only certain parts of your Google history. Select individual items in each category. Click the "Remove Items" button to delete this specific... 	1
delete rosetta stone	How to deactivate my Rosetta Stone program #1. Open Rosetta Stone and go to the home screen . 2. Click the Gear icon on the top right corner of the application. 3. Click Manage Languages . 4. Click Deactivate Products . 5. Click the box next to the language levels you wish to deactivate . 6. Click Deactivate Selected Products . 	1
delete this station off my pandora account	How to delete stations on Pandora on an iPhone – #Open the Pandora app. Tap the My Stations tab. Locate the Pandora station to delete, then swipe left on it. Tap the Delete button. Press the Delete button to confirm that you want to delete the station. 	1
diabetes emlitis	The symptoms of diabetes include: #Increased thirst. Increased hunger (especially after eating). Dry mouth. Frequent urination. Unexplained weight loss (even though you are eating and feel hungry). Weak, tired feeling. Blurred vision. Numbness or tingling in the hands or feet. Slow-healing sores or cuts. Dry and itchy skin (usually in the vaginal or groin area). Frequent yeast infections. 	1
different types of blocked pores	Types of Clogged Pores #Microcomedones. Basic acne lesions are called microcomedones, which occur when hair follicles become... Whiteheads. Microcomedones transition into non-inflamed blemishes known as comedones. Blackheads. Blackheads are much like whiteheads in that they are the result... Papules and Pustules. If the follicle wall... 	1
disable proxy server settings	How to Disable Proxy Settings in Internet Explorer #Click the Tools button and then select Internet Options. Click the Connections tab and then select LAN settings. Uncheck the check box for Use a proxy server for your LAN. Click OK until you return to the Internet Explorer browser. Your proxy settings should now be disabled. 	1
disable uac on adobe photoshop	Disable User Account Control (UAC) | Windows Vista - Enable User Account Control (UAC) #Choose Start > Control Panel. Click User Accounts, and then click User Accounts again. Click Turn User Account Control On Or Off. Select the Use User Account Control (UAC) To Help Protect Your Computer option, and then click OK. Click Restart Now. 	0
do you have to be a resident to be a notary in missouri	To qualify for a notary commission as a Missouri resident, an applicant must meet certain legal qualifications: #Be at least 18 years of age; Be a registered voter of the county within and for which the applicant is to be commissioned,... Apply for the county in which they legally reside and be commissioned for this same county; 	0
do you have to become a cop to be a crime scene investigator in pa	Steps to Becoming a Crime Scene Investigator #Step 1: Earn a Bachelor's Degree. Step 2: Complete a Police Academy. Step 3: Gain Work Experience. Step 4: Get Certified. Step 5: Continue Education To Advance Career. 	0
do you know how to play overwatch	15 Things You Should Know Before Playing Overwatch #Start with an easy character. Pay attention to team composition. Follow the signs. Stick with your team. Listen to the audio cues. Go for the objective. Learn the maps. Try every character. Use your environment. Fiddle with your controls. Aim for the head. Get rid of enemy healers. Resist purchasing loot boxes. Play with friends. Outfit your hero. 	0
do you wear jordans	How to Wear Jordans - Wearing your Jordans #Allow your Jordans to be the centerpiece of your outfit. Pair your Jordans with slim jeans that fit your body type and enhance your shoes. Wear low-cut socks with your Jordans. Tuck your jeans into your shoes. Color-coordinate your outfit with your Jordans. Choose a top with colors that blend well with your outfit and shoes. 	0
draw a tattoo	How to Draw Your Own Temporary Tattoo #Gain inspiration from other people's tattoos. Determine the location of the tattoo. Look through tattoo artist's portfolios'. Think of ideas that are personal to you. Start simple. Sketch out your different ideas. Draw the outline of your tattoo first. Add smaller details and fill in colors. Get creative and unique. 	0
drinking beer swollen face	Natural Remedies For Swollen Face Due To Drinking #Drink lots of water. Water helps flush out the toxins and traces of alcohol. Limit the intake of salt. Limit the consumption of processed foods as they can lead... Dandelion roots and Kelp helps improve liver functions and restricts the damage caused by excessive... Homeopathic drug namely Arsenic Alb is... 	1
duties of secretarial	Secretary Job Duties: #Produces information by transcribing, formatting, inputting, editing, retrieving, copying,... Organizes work by reading and routing correspondence; collecting information; Maintains department schedule by maintaining calendars for department personnel; arranging meetings,... Completes requests by greeting customers,... 	1
easy and best ab exercises	10 Best Muscle-Building Ab Exercises #1. Hanging Leg Raise Or Knee Raise. 2. Machine Crunch. 3. Cable Pallof Press. 4. Kneeling Cable Crunch. 5. Decline-Bench Crunch With Medicine Ball. 6. Squat. 7. Decline Russian Twist With Medicine Ball. 8. Ab-Wheel Roll-Out. 9. Exercise-Ball Pike. 10. Plank. 	1
ecstasy smokes ingredients	Ecstasy Herbal Cigarettes may contain one or more of the following herbal and other natural ingredients: #Marshmallow Leaf. Rose Petals. Red Clover. Clove Powder. Liquorish. Wild Lettuce. Sage. Apple Juice. Honey. Acetic Acid. Vanilla Liquid. 	0
effects of cyanide ingestion	Chronic cyanide poisoning (over a long period of time) from ingestion or environmental poisoning will have a more gradual onset, and symptoms may include: #Headache. Changes in taste. Vomiting. Chest pain. Abdominal pain. Anxiety. 	1
enable autofill edge	how to enable autofill on Microsoft edge #1) Click on the More actions (...) icon next to the feedback icon present on top right corner of the Microsoft Edge browser. 2) Click on Settings option. 3) Click on View advance settings button. 4) Toggle on the Save form entries. 	1
est things to do in atlantic city	Things to Do in Atlantic City‎ #The Quarter at Tropicana. Borgata Casino. New Jersey Korean War Memorial. Room Escape Games (1). Absecon Lighthouse. Tanger Outlets. Caesars Atlantic City Casino. Movie Theaters (1). Resorts Atlantic City Casino. In the Line of Duty Sculpture. Tropicana Casino. Atlantic City Boardwalk. Golden Nugget Atlantic City. Steel Pier Amusement Park. 	1
excel how to change graph line color	How to Change Grid Line Colors on a Chart With Microsoft Excel #Open your spreadsheet in Microsoft Excel and click the graph to select it. Click the "Layout" tab. Click "Gridlines" from the Axes group,... Click "Solid Line" from the "Line Color" options. Click the "Color" paint bucket icon and select the appropriate color from the drop-down menu. 	1
exercises for hand wrist osteoarthritis	Wrist Exercises for Arthritis #Wrist Circles. Rest your wrist against a flat surface, and allow your hand to hang off the edge. Windshield Wipers. Rest your hands in the same position used for the wrist circles. Twisting. Begin with your wrists against a flat surface, with your palms facing the floor. Flex and Extend. Rest one hand against... 	1
facebook change messenger settings	How to Change Facebook Messenger Settings #Open the Messenger application on your Android device. Press the menu button on your phone. Tap the "Settings" option. Tap the "Alerts" item to set Alerts as "On" or "Off." Check the boxes next to the Facebook Messenger alerts to enable Sound, Vibration or Light alerts. Press the back button when you're finished making changes to Messenger settings. 	1
facts on van gogh	Top 10 Facts About Vincent van Gogh #1. He was born in Holland. 2. He had a brother with the same name. 3.He was supposed to be a pastor. 4. He didn’t start painting until he was older. 5. He enjoyed painting himself. 6. He produced his most famous artwork while in a mental hospital. 7. He was very prolific. 8. He was best friends with another artist. 	1
fall lawn care tips minnesota	7 Fall Lawn Care Tips for Minneapolis, MN Homeowners #1. Mowing Your Lawn. 2. Raking Leaves. 3. Recycling Leaves. 4. Watering Your Lawn. 5. Fertilizing Your Lawn. 6. Broadleaf Weed Control. 7. Seeding and Sodding Your Lawn. 	1
famous people in smithville tn	Tennessee Famous #Roy Acuff musician "king of country music". James Agee author, screenwriter, poet. Lamar Alexander politician. Deborah Allen singer. Robert Clay Allison gunfighter. Duane Allman musician, allman brothers band. Gregg Allman singer, musician, allman brothers band. William Anderson u s navy officer, politician, author. Eddy Arnold singer. 	0
famous people of el salvador	Famous people from El Salvador #Óscar Romero. Rodolfo Zelaya. Mágico González. Álvaro Torres. Mauricio Funes. Antonio Saca. Roque Dalton. Maximiliano Hernández Martínez. Keoki. Jaime Alas. José Napoleón Duarte. Farabundo Martí. Rafael Burgos. Joel Aguilar. Alfredo Cristiani. Mari Possa. Erwin Raphael McManus. Ronald Cerritos. Eliseo Quintanilla. Ivan Menjivar. Francisco Flores Pérez. 	1
fedex envelope sizes	FedEx Envelope #Inside dimensions: 9.252" x 13.189" (23.5cm x 33.5cm). Maximum weight allowed: 17.6 oz. (500 g).*. Weight when empty: 1.8 oz. For documents (up to approximately 60 pages, 8.25" x 11.75", 21 x 29.7 cm). 	1
file explorer on taskbar	How to re-pin File Explorer to Taskbar #• Open Start Menu by clicking on the Windows icon in bottom left corner or press the Windows key. • Click on the File Explorer icon near bottom left of Start Menu... • File Explorer will open and button will appear on TaskBar, right click on... • Left click and hold on the button and drag to the your favored position. 	1
food sources for posphorus	What are the main food sources of phosphorus? #Oat bran. Halibut. Wild salmon. Soybeans. Sunflower seeds. Lentils. Crab. Cereal. 	1
foods or drinks good for kidneys	The foods that are particularly well suited for keeping the kidneys clean are as follows (all preferably organic): #Cranberry juice. Grape juice. Freshly squeezed orange juice and grapefruit juice. A Lemon or Lime wedge squeeze in a glass of purified water. Watermelon. Blueberries and Cranberries. Apples. Grapes. Cooking with Ginger and Turmeric. Garnish salads and meals with Parsley. Kale. Pumpkin seeds. 	1
foods that boost immune ssytem	15 Foods That Boost the Immune System #1. Citrus fruits. 2. Red bell peppers. 3. Broccoli. 4. Garlic. 5. Ginger. 6. Spinach. 7. Yogurt. 8. Almonds. 9. Turmeric. 10. Green tea. 11. Papaya. 12. Kiwi. 13. Poultry. 14. Sunflower seeds. 15. Shellfish. 	1
foods that have vitiam a	15 Foods High in Vitamin E #1. Almonds. 2. Raw Seeds. 3. Swiss Chard. 4. Mustard Greens. 5. Spinach. 6. Turnip Greens. 7. Kale. 8. Plant oils. 9. Hazelnuts. 10. Pine Nuts. 11. Avocado. 12. Broccoli. 13. Parsley. 14. Papaya. 15. Olives. 	0
